1	0.199706
2	0.184271
3	0.152693
4	0.210321
5	0.264254
6	0.291796
7	0.275318
8	0.174911
9	0.186305
10	0.255007
11	0.264249
12	0.270749
13	0.275062
14	0.137679
15	0.273624
16	0.249210
17	0.002389
18	0.130584
19	0.161989
20	0.236267
21	0.390533
22	0.240357
23	0.315628
24	0.134817
25	0.084011
26	0.254358
27	0.215673
28	0.104903
29	0.334158
30	0.242553
31	0.244989
32	0.202777
33	0.107326
34	0.267031
35	0.114691
36	0.172972
37	0.294641
38	0.184118
39	0.257478
40	0.267557
41	0.170856
42	0.245622
43	-0.001506
44	0.129845
45	0.175777
46	0.263724
47	0.109663
48	0.256844
49	0.227528
50	0.149631
51	0.361068
52	0.013237
53	0.189131
54	0.294945
55	0.223457
56	0.182574
57	0.244108
58	0.216605
59	0.240238
60	0.303603
61	0.222503
62	0.187577
63	0.291252
64	0.073960
65	0.002058
66	0.229927
67	0.264690
68	0.128562
69	0.135178
70	0.207901
71	0.187984
72	0.133106
73	0.271267
74	0.258031
75	0.189000
76	0.032034
77	0.283571
78	0.346786
79	0.229610
80	0.181814
81	0.217889
82	0.298869
83	0.124872
84	0.096290
85	0.235144
86	0.228654
87	0.192959
88	0.054441
89	0.373827
90	0.166647
91	0.297571
92	0.134302
93	0.138419
94	0.198177
95	0.166680
96	0.068773
97	0.043907
98	0.144590
99	0.141749
100	0.150084
101	0.310537
102	0.099416
103	0.165347
104	0.122831
105	0.312065
106	0.180035
107	0.235875
108	0.148605
109	0.114138
110	0.278877
111	0.063758
112	0.214450
113	0.069039
114	0.170004
115	0.237532
116	0.274120
117	0.264740
118	0.138901
119	0.227864
120	0.239556
121	0.182830
122	0.175743
123	0.163587
124	0.200471
125	0.025145
126	0.133261
127	0.165626
128	0.194461
129	0.118261
130	0.139571
131	0.278404
132	0.273462
133	0.219483
134	0.229081
135	0.335372
136	0.167377
137	0.178424
138	0.203166
139	0.299289
140	0.145468
141	0.136690
142	0.193085
143	0.182057
144	0.455997
145	0.231995
146	0.232122
147	0.224999
148	0.253820
149	0.178197
150	0.237651
151	0.293454
152	0.223553
153	0.279866
154	0.234122
155	0.235587
156	0.261686
157	0.203891
158	0.142969
159	0.137377
160	0.191041
161	0.211717
162	0.271468
163	0.220314
164	0.264048
165	0.072192
166	0.149420
167	0.200334
168	0.083259
169	0.204348
170	0.164757
171	0.183590
172	0.241019
173	0.252593
174	0.195910
175	0.220214
176	0.301784
177	0.127705
178	0.176058
179	0.333986
180	0.158850
181	0.192845
182	0.126395
183	0.195200
184	0.045322
185	0.165418
186	0.030899
187	0.165112
188	0.210893
189	0.318259
190	0.202204
191	0.213528
192	0.165467
193	0.340337
194	0.170949
195	0.166431
196	0.208557
197	0.185127
198	0.216284
199	0.242035
200	0.147986
201	0.002956
202	0.288354
203	0.175229
204	0.338385
205	0.214566
206	0.216346
207	0.184635
208	0.182091
209	0.060576
210	0.234247
211	0.109618
212	0.179283
213	0.166986
214	0.228622
215	0.150758
216	0.181753
217	0.174382
218	0.102922
219	0.289177
220	0.125607
221	0.105980
222	0.085818
223	0.210397
224	0.105622
225	0.325371
226	0.093110
227	0.258721
228	0.309717
229	0.253674
230	0.182111
231	0.183311
232	0.300388
233	0.073703
234	0.121312
235	0.261251
236	-0.006628
237	0.103930
238	0.211110
239	0.258663
240	0.221305
241	0.197779
242	0.223864
243	0.339198
244	0.086230
245	0.232533
246	0.292199
247	-0.016692
248	0.149250
249	0.253499
250	0.280063
251	0.266387
252	0.238926
253	0.061118
254	0.231405
255	0.271060
256	0.244289
257	0.205825
258	0.348030
259	0.092840
260	0.272318
261	0.230614
262	0.184311
263	0.165339
264	0.129388
265	0.247055
266	0.052030
267	0.083597
268	0.173479
269	0.209031
270	0.104833
271	0.153794
272	0.223270
273	0.333698
274	0.165298
275	0.291704
276	0.160247
277	0.220473
278	0.083592
279	-0.011601
280	0.054858
281	0.249339
282	0.206260
283	0.213121
284	0.117770
285	0.317525
286	0.271338
287	0.220269
288	0.200121
289	0.220263
290	0.238824
291	0.146694
292	0.120428
293	0.168269
294	0.135694
295	0.249858
296	0.231710
297	0.214957
298	0.154677
299	0.036429
300	0.284936
301	0.181360
302	0.265253
303	0.171830
304	0.222493
305	0.166842
306	0.037310
307	0.154080
308	0.236286
309	0.320705
310	0.271376
311	0.099697
312	0.229373
313	0.066295
314	0.241491
315	0.199055
316	0.129833
317	0.253521
318	0.233737
319	0.228780
320	0.322761
321	0.259691
322	0.223741
323	0.324391
324	0.124641
325	0.203913
326	0.212592
327	0.311018
328	0.104861
329	0.135666
330	0.191283
331	0.142244
332	0.369421
333	0.249690
334	0.186096
335	0.157412
336	0.149719
337	0.101132
338	0.268687
339	0.100077
340	0.157184
341	0.084788
342	0.132817
343	0.241592
344	0.267129
345	0.063400
346	0.216793
347	0.294291
348	0.191145
349	0.211791
350	0.266620
351	0.238654
352	0.192247
353	0.256228
354	0.245764
355	0.401012
356	0.114567
357	0.303434
358	0.161989
359	0.266312
360	0.208255
361	0.190197
362	0.207780
363	0.330090
364	0.069971
365	0.171528
366	0.165198
367	0.112593
368	0.154664
369	0.228659
370	0.210909
371	0.224106
372	0.187198
373	0.208604
374	0.320500
375	0.211935
376	0.048409
377	0.120144
378	0.160273
379	0.288935
